image_name,x_centers,y_centers,widths,heights
569.png,0.5859375;0.796875;0.378125;0.9359375;0.4703125;0.8296875;0.725;0.884375;0.784375;0.76875,0.8166666666666667;0.2875;0.4583333333333333;0.83125;0.5270833333333333;0.35208333333333336;0.44166666666666665;0.575;0.5916666666666667;0.2708333333333333,0.059375;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
570.png,0.559375;0.653125;0.471875;0.4921875;0.8984375;0.5671875;0.8984375;0.6890625;0.0515625;0.0484375;0.328125,0.7;0.8208333333333333;0.49375;0.66875;0.30625;0.9020833333333333;0.5395833333333333;0.7895833333333333;0.6020833333333333;0.56875;0.49166666666666664,0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.053125;0.053125;0.05,0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667
571.png,0.1296875;0.7125;0.859375;0.375;0.8046875;0.575;0.975;0.490625;0.5;0.928125,0.39375;0.9416666666666667;0.23333333333333334;0.14166666666666666;0.33958333333333335;0.8708333333333333;0.25;0.9083333333333333;0.04583333333333333;0.5020833333333333,0.059375;0.05625;0.05625;0.05625;0.053125;0.05;0.05;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.0625
572.png,0.2328125;0.84375;0.81875;0.03125;0.74375;0.64375;0.775;0.71875,0.11875;0.5125;0.9583333333333334;0.7916666666666666;0.07708333333333334;0.3625;0.25;0.24166666666666667,0.059375;0.05625;0.05625;0.05625;0.05625;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
573.png,0.821875;0.3703125;0.6453125;0.7734375;0.3828125;0.1203125;0.1875;0.965625,0.9625;0.5020833333333333;0.28125;0.3020833333333333;0.9145833333333333;0.7104166666666667;0.35833333333333334;0.0375,0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05,0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
574.png,0.26875;0.75;0.5984375;0.6921875;0.8265625;0.86875;0.15;0.090625,0.24766355140186916;0.5186915887850467;0.5023364485981309;0.8247663551401869;0.3247663551401869;0.677570093457944;0.7757009345794392;0.8598130841121495,0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.08411214953271028;0.08411214953271028;0.0794392523364486;0.0794392523364486;0.0794392523364486;0.07476635514018691;0.07476635514018691;0.07476635514018691
575.png,0.4453125;0.1625;0.08125;0.9;0.2546875;0.1671875;0.4609375;0.91875;0.940625;0.115625;0.3375;0.4625,0.6979166666666666;0.7541666666666667;0.22083333333333333;0.2125;0.46458333333333335;0.4270833333333333;0.14375;0.4625;0.2833333333333333;0.32083333333333336;0.08333333333333333;0.9541666666666667,0.059375;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
576.png,0.8375;0.15625;0.778125;0.315625;0.728125;0.621875;0.5984375;0.5984375;0.534375;0.8125,0.7083333333333334;0.6166666666666667;0.9333333333333333;0.075;0.3020833333333333;0.7895833333333333;0.06458333333333334;0.19791666666666666;0.9375;0.5083333333333333,0.05625;0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.05;0.05,0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
577.png,0.6296875;0.4890625;0.140625;0.6125;0.3765625;0.3890625;0.6171875;0.9203125;0.6484375;0.4671875;0.809375;0.5,0.9145833333333333;0.90625;0.42916666666666664;0.5583333333333333;0.8479166666666667;0.8895833333333333;0.5354166666666667;0.47291666666666665;0.56875;0.6979166666666666;0.6541666666666667;0.8666666666666667,0.059375;0.059375;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.07916666666666666;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
578.png,0.3046875;0.3375;0.5;0.053125;0.8125;0.228125;0.534375;0.321875,0.45625;0.8958333333333334;0.9458333333333333;0.9333333333333333;0.2791666666666667;0.6083333333333333;0.14583333333333334;0.7916666666666666,0.059375;0.05625;0.05625;0.05625;0.05625;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.075;0.06666666666666667;0.06666666666666667;0.06666666666666667
579.png,0.11875;0.56875;0.515625;0.39375;0.1578125;0.58125;0.5625,0.32916666666666666;0.9583333333333334;0.29583333333333334;0.25;0.6354166666666666;0.07083333333333333;0.7625,0.05625;0.05625;0.05625;0.05625;0.053125;0.05;0.05,0.075;0.075;0.075;0.075;0.07083333333333333;0.06666666666666667;0.06666666666666667
580.png,0.7828125;0.1265625;0.80625;0.715625;0.5671875;0.0984375;0.934375;0.81875,0.21041666666666667;0.4354166666666667;0.7833333333333333;0.8104166666666667;0.5979166666666667;0.30833333333333335;0.1375;0.28125,0.059375;0.059375;0.05625;0.05625;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.07916666666666666;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.0625
581.png,0.8421875;0.175;0.23125;0.828125;0.61875;0.7203125;0.775;0.296875,0.22291666666666668;0.9583333333333334;0.4625;0.30416666666666664;0.5145833333333333;0.7541666666666667;0.8625;0.35833333333333334,0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
582.png,0.3453125;0.0578125;0.8703125;0.8375;0.31875;0.5265625;0.0703125;0.3890625;0.053125;0.6125,0.12291666666666666;0.3020833333333333;0.18541666666666667;0.24583333333333332;0.6291666666666667;0.5395833333333333;0.5229166666666667;0.33125;0.1875;0.9166666666666666,0.059375;0.059375;0.059375;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.07916666666666666;0.07916666666666666;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
583.png,0.2953125;0.09375;0.6328125;0.7484375;0.3859375;0.6328125;0.51875,0.8104166666666667;0.49166666666666664;0.9645833333333333;0.3145833333333333;0.29791666666666666;0.5833333333333334;0.6666666666666666,0.059375;0.05625;0.053125;0.053125;0.053125;0.053125;0.05,0.07916666666666666;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
584.png,0.13125;0.865625;0.9390625;0.0578125;0.1390625;0.8171875;0.2421875;0.55625;0.55;0.78125,0.4041666666666667;0.875;0.53125;0.7104166666666667;0.38125;0.43125;0.8916666666666667;0.6125;0.42291666666666666;0.23541666666666666,0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.0625;0.0625
585.png,0.603125;0.45;0.06875;0.5828125;0.928125;0.446875;0.55625;0.296875;0.771875;0.221875,0.8833333333333333;0.20416666666666666;0.2625;0.46041666666666664;0.5416666666666666;0.13333333333333333;0.7416666666666667;0.4125;0.9583333333333334;0.575,0.05625;0.05625;0.05625;0.053125;0.05;0.05;0.05;0.05;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
586.png,0.6125;0.475;0.65;0.7875;0.628125;0.9375;0.715625;0.703125,0.15;0.3541666666666667;0.0625;0.2791666666666667;0.4083333333333333;0.625;0.425;0.9666666666666667,0.05625;0.05625;0.05625;0.05;0.05;0.05;0.05;0.05,0.075;0.075;0.075;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
587.png,0.846875;0.7875;0.609375;0.75;0.6171875;0.4296875;0.7546875;0.6921875;0.9671875;0.028125;0.353125;0.86875,0.38333333333333336;0.9291666666666667;0.6291666666666667;0.04583333333333333;0.55625;0.5645833333333333;0.6645833333333333;0.7729166666666667;0.83125;0.1375;0.5375;0.4895833333333333,0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.0625
588.png,0.884375;0.80625;0.1875;0.9296875;0.6734375;0.9359375;0.115625;0.890625,0.07083333333333333;0.5958333333333333;0.10416666666666667;0.7479166666666667;0.8395833333333333;0.575;0.15833333333333333;0.09583333333333334,0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
589.png,0.903125;0.8140625;0.6890625;0.9515625;0.81875;0.65;0.403125,0.8166666666666667;0.7645833333333333;0.13125;0.7229166666666667;0.2625;0.6708333333333333;0.2625,0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
590.png,0.953125;0.671875;0.225;0.321875;0.371875;0.55;0.5515625;0.2765625;0.4015625;0.040625;0.453125;0.5875,0.7875;0.42083333333333334;0.22916666666666666;0.275;0.8708333333333333;0.30416666666666664;0.51875;0.13125;0.66875;0.5791666666666667;0.6375;0.65,0.05625;0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
591.png,0.6015625;0.246875;0.959375;0.659375;0.8828125;0.6390625;0.0734375;0.1578125;0.3234375;0.95;0.478125;0.784375,0.48125;0.44583333333333336;0.39166666666666666;0.71875;0.95625;0.36875;0.69375;0.4479166666666667;0.8645833333333334;0.175;0.2708333333333333;0.43333333333333335,0.059375;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.07916666666666666;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
592.png,0.184375;0.8125;0.790625;0.946875;0.5140625;0.2140625;0.0640625;0.85625;0.640625,0.15;0.8125;0.04583333333333333;0.3458333333333333;0.6104166666666667;0.3020833333333333;0.60625;0.8416666666666667;0.6541666666666667,0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05,0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
593.png,0.6890625;0.590625;0.159375;0.95;0.721875;0.7984375;0.8484375;0.1890625;0.634375;0.025;0.778125,0.31666666666666665;0.7791666666666667;0.7625;0.7125;0.7791666666666667;0.90625;0.22708333333333333;0.10833333333333334;0.9333333333333333;0.7125;0.2,0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
594.png,0.0734375;0.684375;0.028125;0.7625;0.6375;0.5453125;0.7328125;0.0515625;0.95;0.56875,0.40625;0.49166666666666664;0.2;0.275;0.45208333333333334;0.46875;0.4979166666666667;0.23541666666666666;0.125;0.9416666666666667,0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05,0.07916666666666666;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667
595.png,0.4765625;0.925;0.9125;0.08125;0.8125;0.3125;0.5703125;0.2703125;0.45625,0.7854166666666667;0.8625;0.2916666666666667;0.9333333333333333;0.8333333333333334;0.3145833333333333;0.46875;0.8354166666666667;0.17916666666666667,0.059375;0.05625;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.05,0.07916666666666666;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667
596.png,0.1140625;0.5765625;0.134375;0.54375;0.1875;0.803125;0.5484375;0.1421875;0.6828125;0.025;0.728125;0.95625,0.8354166666666667;0.18958333333333333;0.65;0.8458333333333333;0.2875;0.7916666666666666;0.4895833333333333;0.32708333333333334;0.052083333333333336;0.7416666666666667;0.37916666666666665;0.4354166666666667,0.059375;0.059375;0.05625;0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.07916666666666666;0.07916666666666666;0.075;0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.0625
597.png,0.2234375;0.465625;0.9609375;0.4671875;0.1328125;0.7203125;0.665625,0.4479166666666667;0.8708333333333333;0.34375;0.29791666666666666;0.86875;0.5770833333333333;0.85625,0.059375;0.05625;0.053125;0.053125;0.053125;0.053125;0.05,0.07916666666666666;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.0625
598.png,0.128125;0.51875;0.321875;0.1578125;0.8828125;0.3390625;0.0765625;0.9359375;0.6625;0.321875;0.71875,0.1375;0.2833333333333333;0.04375;0.7479166666666667;0.06875;0.15625;0.7479166666666667;0.49166666666666664;0.8083333333333333;0.6625;0.4041666666666667,0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.053125;0.053125;0.05;0.05;0.05,0.075;0.075;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667;0.06666666666666667
599.png,0.81875;0.675;0.83125;0.0453125;0.1609375;0.5171875;0.1375;0.509375,0.20416666666666666;0.04583333333333333;0.2708333333333333;0.54375;0.60625;0.03333333333333333;0.1;0.125,0.05625;0.05625;0.05625;0.053125;0.053125;0.053125;0.05;0.05,0.075;0.075;0.075;0.07083333333333333;0.07083333333333333;0.06666666666666667;0.06666666666666667;0.06666666666666667
600.png,0.33454545454545453;0.6036363636363636;0.5836363636363636;0.56;0.850909090909091;0.08363636363636363;0.2545454545454545;0.5145454545454545;0.6381818181818182;0.35454545454545455,0.4098360655737705;0.6666666666666666;0.5519125683060109;0.7213114754098361;0.26229508196721313;0.6065573770491803;0.5409836065573771;0.12295081967213115;0.7459016393442623;0.06830601092896176,0.05818181818181818;0.05818181818181818;0.05454545454545454;0.05090909090909091;0.05090909090909091;0.05090909090909091;0.05090909090909091;0.04727272727272727;0.04727272727272727;0.04727272727272727,0.08743169398907104;0.08743169398907104;0.07650273224043716;0.07650273224043716;0.07650273224043716;0.07650273224043716;0.07650273224043716;0.07103825136612021;0.07103825136612021;0.07103825136612021
601.png,0.25163398692810457;0.5849673202614379;0.6813725490196079;0.6282679738562091;0.8970588235294118;0.2883986928104575;0.19934640522875818,0.3107344632768362;0.3700564971751412;0.596045197740113;0.6059322033898306;0.690677966101695;0.7443502824858758;0.6384180790960452,0.058823529411764705;0.05555555555555555;0.05555555555555555;0.05392156862745098;0.05228758169934641;0.05065359477124183;0.049019607843137254,0.1016949152542373;0.096045197740113;0.096045197740113;0.09322033898305085;0.08757062146892655;0.08757062146892655;0.0847457627118644
602.png,0.9019607843137255;0.613562091503268;0.8937908496732027;0.8562091503267973;0.5098039215686274;0.8325163398692811;0.8766339869281046;0.22303921568627452;0.5972222222222222;0.9133986928104575;0.8316993464052288;0.8104575163398693,0.16101694915254236;0.2584745762711864;0.9378531073446328;0.4774011299435028;0.3771186440677966;0.4562146892655367;0.10310734463276836;0.052259887005649715;0.4915254237288136;0.6977401129943502;0.8192090395480226;0.6751412429378532,0.058823529411764705;0.05718954248366013;0.05555555555555555;0.05555555555555555;0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05228758169934641,0.1016949152542373;0.09887005649717515;0.096045197740113;0.096045197740113;0.09322033898305085;0.09322033898305085;0.09322033898305085;0.09322033898305085;0.0903954802259887;0.0903954802259887;0.0903954802259887;0.0903954802259887
603.png,0.45454545454545453;0.9090909090909091;0.7018181818181818;0.6218181818181818;0.2;0.4890909090909091;0.8818181818181818;0.35818181818181816;0.4509090909090909,0.5409836065573771;0.3879781420765027;0.73224043715847;0.10382513661202186;0.6010928961748634;0.49453551912568305;0.45081967213114754;0.19672131147540983;0.73224043715847,0.05818181818181818;0.05818181818181818;0.05818181818181818;0.05818181818181818;0.05818181818181818;0.05454545454545454;0.05454545454545454;0.05454545454545454;0.05090909090909091,0.08743169398907104;0.08743169398907104;0.08743169398907104;0.08743169398907104;0.08743169398907104;0.08196721311475409;0.08196721311475409;0.07650273224043716;0.07650273224043716
604.png,0.9607843137254902;0.7344771241830066;0.7181372549019608;0.5122549019607843;0.6601307189542484;0.9027777777777778;0.6397058823529411;0.8333333333333334;0.5106209150326797,0.6779661016949152;0.7725988700564972;0.3827683615819209;0.9449152542372882;0.3220338983050847;0.4533898305084746;0.5720338983050848;0.4548022598870056;0.6878531073446328,0.058823529411764705;0.05718954248366013;0.05718954248366013;0.05718954248366013;0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.05065359477124183,0.1016949152542373;0.09887005649717515;0.09887005649717515;0.09887005649717515;0.096045197740113;0.09322033898305085;0.09322033898305085;0.0903954802259887;0.08757062146892655
605.png,0.35130718954248363;0.5098039215686274;0.4485294117647059;0.5841503267973857;0.13970588235294118;0.2777777777777778;0.875;0.4264705882352941;0.5980392156862745;0.8602941176470589;0.8725490196078431,0.3474576271186441;0.7429378531073446;0.8206214689265536;0.6680790960451978;0.4703389830508475;0.943502824858757;0.6822033898305084;0.4096045197740113;0.4830508474576271;0.8177966101694916;0.4915254237288136,0.058823529411764705;0.058823529411764705;0.05718954248366013;0.05718954248366013;0.05718954248366013;0.05555555555555555;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05065359477124183;0.049019607843137254,0.1016949152542373;0.1016949152542373;0.09887005649717515;0.09887005649717515;0.09887005649717515;0.096045197740113;0.09322033898305085;0.0903954802259887;0.0903954802259887;0.08757062146892655;0.0847457627118644
606.png,0.6176470588235294;0.9558823529411765;0.22875816993464052;0.38562091503267976;0.3415032679738562;0.75;0.8513071895424836;0.22712418300653595;0.17320261437908496;0.23366013071895425,0.8220338983050848;0.3177966101694915;0.5254237288135594;0.1384180790960452;0.5833333333333334;0.8997175141242938;0.4435028248587571;0.8926553672316384;0.5056497175141242;0.6977401129943502,0.058823529411764705;0.058823529411764705;0.05555555555555555;0.05555555555555555;0.05555555555555555;0.05555555555555555;0.05228758169934641;0.05228758169934641;0.05228758169934641;0.049019607843137254,0.1016949152542373;0.09887005649717515;0.096045197740113;0.096045197740113;0.09322033898305085;0.09322033898305085;0.0903954802259887;0.0903954802259887;0.0903954802259887;0.0847457627118644
